"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 24 10:42:58 CST 2020","Mon Aug 24 10:42:58 CST 2020","1","tests","test_random","","","","test_random",""
"passed","Fri Jun 28 17:34:23 CST 2019","Fri Jun 28 17:34:23 CST 2019","2","tests","test_random","","","","test_random",""
